Symbol,Company,Activity,Sector,Schedule,Amount to be Spent as decided by Company (Rs.lacs),Actual Amount Spent (Rs.lacs),Direct-Agency Name/s,Direct-Amount (Rs.lacs),Implementing Agency Name/s,Implementing Agency-Amount (Rs.lacs),latitude,longitude,state,district,city_town_village,Original_Raw_Location,Extractor_Method,Geocoder_Method
NHPC,NHPC LTD.,"DEVELOPMENTAL/ UPGRADATION ACTIVITIES IN ITIS FINANCIAL ASSISTANCE FOR ESTABLISHMENT OF ENGINEERING COLLEGES SCHOLARSHIP TO STUDENTS CONSTRUCTION & UPGRADATION OF SCHOOL BUILDINGS AND LIBRARIES. PROVIDING INFRASTRUCTURE IN SCHOOLS DISTRIBUTION OF COMPUTER PERIPHERALS & COMPUTER, STATIONERY ITEMS, UNIFORMS TO GOVT. SCHOOLS ORGANIZING SKILL DEVELOPMENT TRAININGS/ PROGRAMS",,SCHEDULE VII (II),1701.52,1142.56,,1142.56,,,29.1769493,79.5100481,Uttarakhand,Nainital,Haldwani,"ARUNACHAL PRADESH (ITI ROING & ITI TABARIJO,PAPUM PARE & EAST SIANG,TAWANG),ASSAM (DHEMAJI),HARYANA (FARIDABAD),HIMACHAL PRADESH (BILASPUR,CHAMBA & MANDI,KULLU DIST.),JAMMU & KASHMIR (BANDIPORA, SRINAGAR,BARAMULLA,ITI BANDIPORA,ITI KARGIL,ITI KISHTWAR,ITI RAMBAN,ITI REASI,ITI URI,KISHTWAR,REASI),LADAKH (ITI LEH,KARGIL,LEH, LADAKH),MANIPUR (CHURACHANDPUR),SIKKIM (ITI CHANDEY IN SIKKIM,RANGIT,TEESTA),UTTAR PRADESH (SANT KABIR NAGAR,SIDHHARTHNAGAR),UTTARAKHAND (ITI POKHARA,ITI RUDRAPRAYAG, ITI TANAKPUR & ITI KANDA,PITHORAGARH,TEHRI GARHWAL & CHAMPAWAT),WEST BENGAL (DARJEELING & JALPAIGURI)",llm,nominatim
NHPC,NHPC LTD.,"DEVELOPMENTAL/ UPGRADATION ACTIVITIES IN ITIS FINANCIAL ASSISTANCE FOR ESTABLISHMENT OF ENGINEERING COLLEGES SCHOLARSHIP TO STUDENTS CONSTRUCTION & UPGRADATION OF SCHOOL BUILDINGS AND LIBRARIES. PROVIDING INFRASTRUCTURE IN SCHOOLS DISTRIBUTION OF COMPUTER PERIPHERALS & COMPUTER, STATIONERY ITEMS, UNIFORMS TO GOVT. SCHOOLS ORGANIZING SKILL DEVELOPMENT TRAININGS/ PROGRAMS",,SCHEDULE VII (II),1701.52,1142.56,,1142.56,,,30.28656,78.98072,Uttarakhand,Rudraprayag,Rudraprayag,"ARUNACHAL PRADESH (ITI ROING & ITI TABARIJO,PAPUM PARE & EAST SIANG,TAWANG),ASSAM (DHEMAJI),HARYANA (FARIDABAD),HIMACHAL PRADESH (BILASPUR,CHAMBA & MANDI,KULLU DIST.),JAMMU & KASHMIR (BANDIPORA, SRINAGAR,BARAMULLA,ITI BANDIPORA,ITI KARGIL,ITI KISHTWAR,ITI RAMBAN,ITI REASI,ITI URI,KISHTWAR,REASI),LADAKH (ITI LEH,KARGIL,LEH, LADAKH),MANIPUR (CHURACHANDPUR),SIKKIM (ITI CHANDEY IN SIKKIM,RANGIT,TEESTA),UTTAR PRADESH (SANT KABIR NAGAR,SIDHHARTHNAGAR),UTTARAKHAND (ITI POKHARA,ITI RUDRAPRAYAG, ITI TANAKPUR & ITI KANDA,PITHORAGARH,TEHRI GARHWAL & CHAMPAWAT),WEST BENGAL (DARJEELING & JALPAIGURI)",llm,nominatim
NHPC,NHPC LTD.,"DEVELOPMENTAL/ UPGRADATION ACTIVITIES IN ITIS FINANCIAL ASSISTANCE FOR ESTABLISHMENT OF ENGINEERING COLLEGES SCHOLARSHIP TO STUDENTS CONSTRUCTION & UPGRADATION OF SCHOOL BUILDINGS AND LIBRARIES. PROVIDING INFRASTRUCTURE IN SCHOOLS DISTRIBUTION OF COMPUTER PERIPHERALS & COMPUTER, STATIONERY ITEMS, UNIFORMS TO GOVT. SCHOOLS ORGANIZING SKILL DEVELOPMENT TRAININGS/ PROGRAMS",,SCHEDULE VII (II),1701.52,1142.56,,1142.56,,,29.0673789,80.1094626,Uttarakhand,,Tanakpur & Kanda,"ARUNACHAL PRADESH (ITI ROING & ITI TABARIJO,PAPUM PARE & EAST SIANG,TAWANG),ASSAM (DHEMAJI),HARYANA (FARIDABAD),HIMACHAL PRADESH (BILASPUR,CHAMBA & MANDI,KULLU DIST.),JAMMU & KASHMIR (BANDIPORA, SRINAGAR,BARAMULLA,ITI BANDIPORA,ITI KARGIL,ITI KISHTWAR,ITI RAMBAN,ITI REASI,ITI URI,KISHTWAR,REASI),LADAKH (ITI LEH,KARGIL,LEH, LADAKH),MANIPUR (CHURACHANDPUR),SIKKIM (ITI CHANDEY IN SIKKIM,RANGIT,TEESTA),UTTAR PRADESH (SANT KABIR NAGAR,SIDHHARTHNAGAR),UTTARAKHAND (ITI POKHARA,ITI RUDRAPRAYAG, ITI TANAKPUR & ITI KANDA,PITHORAGARH,TEHRI GARHWAL & CHAMPAWAT),WEST BENGAL (DARJEELING & JALPAIGURI)",llm,photon
NHPC,NHPC LTD.,"LITERACY PROGRAM FOR RURAL WOMEN BEAUTICIAN COURSE, SOFT TOY MAKING, MAKING PICKLES, SEWING, CUTTING TAILORING AND EMBROIDERY COURSES AND OTHER SKILL DEVELOPMENT TRAINING PROGRAMS FOR WOMEN UP GRADATION OF OLD AGE HOMES WOMEN EMPOWERMENT & SENIOR CITIZEN",,"SCHEDULE VII (II), SCHEDULE VII (III)",72.84,58.44,,58.44,,,27.5879186,91.863733,Arunachal Pradesh,Tawang district,Tawang,"ARUNACHAL PRADESH (PAPUM PARE & EAST SIANG,TAWANG),ASSAM (DHEMAJI),HARYANA (FARIDABAD),HIMACHAL PRADESH (CHAMBA & MANDI,KULLU),JAMMU & KASHMIR (BANDIPORA, SRINAGAR,BARAMULLA,KISHTWAR,REASI),LADAKH (KARGIL,LEH, LADAKH),MANIPUR (CHURACHANDPUR),SIKKIM (RANGIT,TEESTA),UTTAR PRADESH (SANT KABIR NAGAR,SIDHHARTHNAGAR),UTTARAKHAND (PITHORAGARH,TEHRI GARHWAL & CHAMPAWAT),WEST BENGAL (DARJEELING & JALPAIGURI)",llm,nominatim
NHPC,NHPC LTD.,"LITERACY PROGRAM FOR RURAL WOMEN BEAUTICIAN COURSE, SOFT TOY MAKING, MAKING PICKLES, SEWING, CUTTING TAILORING AND EMBROIDERY COURSES AND OTHER SKILL DEVELOPMENT TRAINING PROGRAMS FOR WOMEN UP GRADATION OF OLD AGE HOMES WOMEN EMPOWERMENT & SENIOR CITIZEN",,"SCHEDULE VII (II), SCHEDULE VII (III)",72.84,58.44,,58.44,,,27.2863667,93.6187716,Arunachal Pradesh,Papum Pare,,"ARUNACHAL PRADESH (PAPUM PARE & EAST SIANG,TAWANG),ASSAM (DHEMAJI),HARYANA (FARIDABAD),HIMACHAL PRADESH (CHAMBA & MANDI,KULLU),JAMMU & KASHMIR (BANDIPORA, SRINAGAR,BARAMULLA,KISHTWAR,REASI),LADAKH (KARGIL,LEH, LADAKH),MANIPUR (CHURACHANDPUR),SIKKIM (RANGIT,TEESTA),UTTAR PRADESH (SANT KABIR NAGAR,SIDHHARTHNAGAR),UTTARAKHAND (PITHORAGARH,TEHRI GARHWAL & CHAMPAWAT),WEST BENGAL (DARJEELING & JALPAIGURI)",llm,nominatim
NHPC,NHPC LTD.,"LITERACY PROGRAM FOR RURAL WOMEN BEAUTICIAN COURSE, SOFT TOY MAKING, MAKING PICKLES, SEWING, CUTTING TAILORING AND EMBROIDERY COURSES AND OTHER SKILL DEVELOPMENT TRAINING PROGRAMS FOR WOMEN UP GRADATION OF OLD AGE HOMES WOMEN EMPOWERMENT & SENIOR CITIZEN",,"SCHEDULE VII (II), SCHEDULE VII (III)",72.84,58.44,,58.44,,,28.0742219,95.4178149,Arunachal Pradesh,East Siang,,"ARUNACHAL PRADESH (PAPUM PARE & EAST SIANG,TAWANG),ASSAM (DHEMAJI),HARYANA (FARIDABAD),HIMACHAL PRADESH (CHAMBA & MANDI,KULLU),JAMMU & KASHMIR (BANDIPORA, SRINAGAR,BARAMULLA,KISHTWAR,REASI),LADAKH (KARGIL,LEH, LADAKH),MANIPUR (CHURACHANDPUR),SIKKIM (RANGIT,TEESTA),UTTAR PRADESH (SANT KABIR NAGAR,SIDHHARTHNAGAR),UTTARAKHAND (PITHORAGARH,TEHRI GARHWAL & CHAMPAWAT),WEST BENGAL (DARJEELING & JALPAIGURI)",llm,nominatim
NHPC,NHPC LTD.,"LITERACY PROGRAM FOR RURAL WOMEN BEAUTICIAN COURSE, SOFT TOY MAKING, MAKING PICKLES, SEWING, CUTTING TAILORING AND EMBROIDERY COURSES AND OTHER SKILL DEVELOPMENT TRAINING PROGRAMS FOR WOMEN UP GRADATION OF OLD AGE HOMES WOMEN EMPOWERMENT & SENIOR CITIZEN",,"SCHEDULE VII (II), SCHEDULE VII (III)",72.84,58.44,,58.44,,,27.4763797,94.5629622,Assam,Dhemaji,Dhemaji,"ARUNACHAL PRADESH (PAPUM PARE & EAST SIANG,TAWANG),ASSAM (DHEMAJI),HARYANA (FARIDABAD),HIMACHAL PRADESH (CHAMBA & MANDI,KULLU),JAMMU & KASHMIR (BANDIPORA, SRINAGAR,BARAMULLA,KISHTWAR,REASI),LADAKH (KARGIL,LEH, LADAKH),MANIPUR (CHURACHANDPUR),SIKKIM (RANGIT,TEESTA),UTTAR PRADESH (SANT KABIR NAGAR,SIDHHARTHNAGAR),UTTARAKHAND (PITHORAGARH,TEHRI GARHWAL & CHAMPAWAT),WEST BENGAL (DARJEELING & JALPAIGURI)",llm,nominatim
NHPC,NHPC LTD.,"LITERACY PROGRAM FOR RURAL WOMEN BEAUTICIAN COURSE, SOFT TOY MAKING, MAKING PICKLES, SEWING, CUTTING TAILORING AND EMBROIDERY COURSES AND OTHER SKILL DEVELOPMENT TRAINING PROGRAMS FOR WOMEN UP GRADATION OF OLD AGE HOMES WOMEN EMPOWERMENT & SENIOR CITIZEN",,"SCHEDULE VII (II), SCHEDULE VII (III)",72.84,58.44,,58.44,,,28.4031478,77.3105561,Haryana,Faridabad,Faridabad,"ARUNACHAL PRADESH (PAPUM PARE & EAST SIANG,TAWANG),ASSAM (DHEMAJI),HARYANA (FARIDABAD),HIMACHAL PRADESH (CHAMBA & MANDI,KULLU),JAMMU & KASHMIR (BANDIPORA, SRINAGAR,BARAMULLA,KISHTWAR,REASI),LADAKH (KARGIL,LEH, LADAKH),MANIPUR (CHURACHANDPUR),SIKKIM (RANGIT,TEESTA),UTTAR PRADESH (SANT KABIR NAGAR,SIDHHARTHNAGAR),UTTARAKHAND (PITHORAGARH,TEHRI GARHWAL & CHAMPAWAT),WEST BENGAL (DARJEELING & JALPAIGURI)",llm,nominatim
NHPC,NHPC LTD.,"LITERACY PROGRAM FOR RURAL WOMEN BEAUTICIAN COURSE, SOFT TOY MAKING, MAKING PICKLES, SEWING, CUTTING TAILORING AND EMBROIDERY COURSES AND OTHER SKILL DEVELOPMENT TRAINING PROGRAMS FOR WOMEN UP GRADATION OF OLD AGE HOMES WOMEN EMPOWERMENT & SENIOR CITIZEN",,"SCHEDULE VII (II), SCHEDULE VII (III)",72.84,58.44,,58.44,,,32.6923316,76.1631552,Himachal Pradesh,Chamba,,"ARUNACHAL PRADESH (PAPUM PARE & EAST SIANG,TAWANG),ASSAM (DHEMAJI),HARYANA (FARIDABAD),HIMACHAL PRADESH (CHAMBA & MANDI,KULLU),JAMMU & KASHMIR (BANDIPORA, SRINAGAR,BARAMULLA,KISHTWAR,REASI),LADAKH (KARGIL,LEH, LADAKH),MANIPUR (CHURACHANDPUR),SIKKIM (RANGIT,TEESTA),UTTAR PRADESH (SANT KABIR NAGAR,SIDHHARTHNAGAR),UTTARAKHAND (PITHORAGARH,TEHRI GARHWAL & CHAMPAWAT),WEST BENGAL (DARJEELING & JALPAIGURI)",llm,nominatim
NHPC,NHPC LTD.,"LITERACY PROGRAM FOR RURAL WOMEN BEAUTICIAN COURSE, SOFT TOY MAKING, MAKING PICKLES, SEWING, CUTTING TAILORING AND EMBROIDERY COURSES AND OTHER SKILL DEVELOPMENT TRAINING PROGRAMS FOR WOMEN UP GRADATION OF OLD AGE HOMES WOMEN EMPOWERMENT & SENIOR CITIZEN",,"SCHEDULE VII (II), SCHEDULE VII (III)",72.84,58.44,,58.44,,,31.6516617,77.0092542,Himachal Pradesh,Mandi,,"ARUNACHAL PRADESH (PAPUM PARE & EAST SIANG,TAWANG),ASSAM (DHEMAJI),HARYANA (FARIDABAD),HIMACHAL PRADESH (CHAMBA & MANDI,KULLU),JAMMU & KASHMIR (BANDIPORA, SRINAGAR,BARAMULLA,KISHTWAR,REASI),LADAKH (KARGIL,LEH, LADAKH),MANIPUR (CHURACHANDPUR),SIKKIM (RANGIT,TEESTA),UTTAR PRADESH (SANT KABIR NAGAR,SIDHHARTHNAGAR),UTTARAKHAND (PITHORAGARH,TEHRI GARHWAL & CHAMPAWAT),WEST BENGAL (DARJEELING & JALPAIGURI)",llm,nominatim
NHPC,NHPC LTD.,"LITERACY PROGRAM FOR RURAL WOMEN BEAUTICIAN COURSE, SOFT TOY MAKING, MAKING PICKLES, SEWING, CUTTING TAILORING AND EMBROIDERY COURSES AND OTHER SKILL DEVELOPMENT TRAINING PROGRAMS FOR WOMEN UP GRADATION OF OLD AGE HOMES WOMEN EMPOWERMENT & SENIOR CITIZEN",,"SCHEDULE VII (II), SCHEDULE VII (III)",72.84,58.44,,58.44,,,31.8778325,77.4495659,Himachal Pradesh,Kullu,,"ARUNACHAL PRADESH (PAPUM PARE & EAST SIANG,TAWANG),ASSAM (DHEMAJI),HARYANA (FARIDABAD),HIMACHAL PRADESH (CHAMBA & MANDI,KULLU),JAMMU & KASHMIR (BANDIPORA, SRINAGAR,BARAMULLA,KISHTWAR,REASI),LADAKH (KARGIL,LEH, LADAKH),MANIPUR (CHURACHANDPUR),SIKKIM (RANGIT,TEESTA),UTTAR PRADESH (SANT KABIR NAGAR,SIDHHARTHNAGAR),UTTARAKHAND (PITHORAGARH,TEHRI GARHWAL & CHAMPAWAT),WEST BENGAL (DARJEELING & JALPAIGURI)",llm,nominatim
NHPC,NHPC LTD.,"LITERACY PROGRAM FOR RURAL WOMEN BEAUTICIAN COURSE, SOFT TOY MAKING, MAKING PICKLES, SEWING, CUTTING TAILORING AND EMBROIDERY COURSES AND OTHER SKILL DEVELOPMENT TRAINING PROGRAMS FOR WOMEN UP GRADATION OF OLD AGE HOMES WOMEN EMPOWERMENT & SENIOR CITIZEN",,"SCHEDULE VII (II), SCHEDULE VII (III)",72.84,58.44,,58.44,,,34.4975027,74.6999509,Jammu and Kashmir,Bandipore,,"ARUNACHAL PRADESH (PAPUM PARE & EAST SIANG,TAWANG),ASSAM (DHEMAJI),HARYANA (FARIDABAD),HIMACHAL PRADESH (CHAMBA & MANDI,KULLU),JAMMU & KASHMIR (BANDIPORA, SRINAGAR,BARAMULLA,KISHTWAR,REASI),LADAKH (KARGIL,LEH, LADAKH),MANIPUR (CHURACHANDPUR),SIKKIM (RANGIT,TEESTA),UTTAR PRADESH (SANT KABIR NAGAR,SIDHHARTHNAGAR),UTTARAKHAND (PITHORAGARH,TEHRI GARHWAL & CHAMPAWAT),WEST BENGAL (DARJEELING & JALPAIGURI)",llm,nominatim
NHPC,NHPC LTD.,"LITERACY PROGRAM FOR RURAL WOMEN BEAUTICIAN COURSE, SOFT TOY MAKING, MAKING PICKLES, SEWING, CUTTING TAILORING AND EMBROIDERY COURSES AND OTHER SKILL DEVELOPMENT TRAINING PROGRAMS FOR WOMEN UP GRADATION OF OLD AGE HOMES WOMEN EMPOWERMENT & SENIOR CITIZEN",,"SCHEDULE VII (II), SCHEDULE VII (III)",72.84,58.44,,58.44,,,34.1178785,74.9659189,Jammu and Kashmir,Srinagar,,"ARUNACHAL PRADESH (PAPUM PARE & EAST SIANG,TAWANG),ASSAM (DHEMAJI),HARYANA (FARIDABAD),HIMACHAL PRADESH (CHAMBA & MANDI,KULLU),JAMMU & KASHMIR (BANDIPORA, SRINAGAR,BARAMULLA,KISHTWAR,REASI),LADAKH (KARGIL,LEH, LADAKH),MANIPUR (CHURACHANDPUR),SIKKIM (RANGIT,TEESTA),UTTAR PRADESH (SANT KABIR NAGAR,SIDHHARTHNAGAR),UTTARAKHAND (PITHORAGARH,TEHRI GARHWAL & CHAMPAWAT),WEST BENGAL (DARJEELING & JALPAIGURI)",llm,nominatim
NHPC,NHPC LTD.,"LITERACY PROGRAM FOR RURAL WOMEN BEAUTICIAN COURSE, SOFT TOY MAKING, MAKING PICKLES, SEWING, CUTTING TAILORING AND EMBROIDERY COURSES AND OTHER SKILL DEVELOPMENT TRAINING PROGRAMS FOR WOMEN UP GRADATION OF OLD AGE HOMES WOMEN EMPOWERMENT & SENIOR CITIZEN",,"SCHEDULE VII (II), SCHEDULE VII (III)",72.84,58.44,,58.44,,,34.1774032,74.3150048,Jammu and Kashmir,Baramulla,,"ARUNACHAL PRADESH (PAPUM PARE & EAST SIANG,TAWANG),ASSAM (DHEMAJI),HARYANA (FARIDABAD),HIMACHAL PRADESH (CHAMBA & MANDI,KULLU),JAMMU & KASHMIR (BANDIPORA, SRINAGAR,BARAMULLA,KISHTWAR,REASI),LADAKH (KARGIL,LEH, LADAKH),MANIPUR (CHURACHANDPUR),SIKKIM (RANGIT,TEESTA),UTTAR PRADESH (SANT KABIR NAGAR,SIDHHARTHNAGAR),UTTARAKHAND (PITHORAGARH,TEHRI GARHWAL & CHAMPAWAT),WEST BENGAL (DARJEELING & JALPAIGURI)",llm,nominatim
NHPC,NHPC LTD.,"LITERACY PROGRAM FOR RURAL WOMEN BEAUTICIAN COURSE, SOFT TOY MAKING, MAKING PICKLES, SEWING, CUTTING TAILORING AND EMBROIDERY COURSES AND OTHER SKILL DEVELOPMENT TRAINING PROGRAMS FOR WOMEN UP GRADATION OF OLD AGE HOMES WOMEN EMPOWERMENT & SENIOR CITIZEN",,"SCHEDULE VII (II), SCHEDULE VII (III)",72.84,58.44,,58.44,,,33.61562,75.8793972,Jammu and Kashmir,Kishtwar,,"ARUNACHAL PRADESH (PAPUM PARE & EAST SIANG,TAWANG),ASSAM (DHEMAJI),HARYANA (FARIDABAD),HIMACHAL PRADESH (CHAMBA & MANDI,KULLU),JAMMU & KASHMIR (BANDIPORA, SRINAGAR,BARAMULLA,KISHTWAR,REASI),LADAKH (KARGIL,LEH, LADAKH),MANIPUR (CHURACHANDPUR),SIKKIM (RANGIT,TEESTA),UTTAR PRADESH (SANT KABIR NAGAR,SIDHHARTHNAGAR),UTTARAKHAND (PITHORAGARH,TEHRI GARHWAL & CHAMPAWAT),WEST BENGAL (DARJEELING & JALPAIGURI)",llm,nominatim
NHPC,NHPC LTD.,"LITERACY PROGRAM FOR RURAL WOMEN BEAUTICIAN COURSE, SOFT TOY MAKING, MAKING PICKLES, SEWING, CUTTING TAILORING AND EMBROIDERY COURSES AND OTHER SKILL DEVELOPMENT TRAINING PROGRAMS FOR WOMEN UP GRADATION OF OLD AGE HOMES WOMEN EMPOWERMENT & SENIOR CITIZEN",,"SCHEDULE VII (II), SCHEDULE VII (III)",72.84,58.44,,58.44,,,33.0691032,74.8378698,Jammu and Kashmir,Reasi district,,"ARUNACHAL PRADESH (PAPUM PARE & EAST SIANG,TAWANG),ASSAM (DHEMAJI),HARYANA (FARIDABAD),HIMACHAL PRADESH (CHAMBA & MANDI,KULLU),JAMMU & KASHMIR (BANDIPORA, SRINAGAR,BARAMULLA,KISHTWAR,REASI),LADAKH (KARGIL,LEH, LADAKH),MANIPUR (CHURACHANDPUR),SIKKIM (RANGIT,TEESTA),UTTAR PRADESH (SANT KABIR NAGAR,SIDHHARTHNAGAR),UTTARAKHAND (PITHORAGARH,TEHRI GARHWAL & CHAMPAWAT),WEST BENGAL (DARJEELING & JALPAIGURI)",llm,nominatim
NHPC,NHPC LTD.,"LITERACY PROGRAM FOR RURAL WOMEN BEAUTICIAN COURSE, SOFT TOY MAKING, MAKING PICKLES, SEWING, CUTTING TAILORING AND EMBROIDERY COURSES AND OTHER SKILL DEVELOPMENT TRAINING PROGRAMS FOR WOMEN UP GRADATION OF OLD AGE HOMES WOMEN EMPOWERMENT & SENIOR CITIZEN",,"SCHEDULE VII (II), SCHEDULE VII (III)",72.84,58.44,,58.44,,,33.802819,76.4730096,Ladakh,Kargil district,,"ARUNACHAL PRADESH (PAPUM PARE & EAST SIANG,TAWANG),ASSAM (DHEMAJI),HARYANA (FARIDABAD),HIMACHAL PRADESH (CHAMBA & MANDI,KULLU),JAMMU & KASHMIR (BANDIPORA, SRINAGAR,BARAMULLA,KISHTWAR,REASI),LADAKH (KARGIL,LEH, LADAKH),MANIPUR (CHURACHANDPUR),SIKKIM (RANGIT,TEESTA),UTTAR PRADESH (SANT KABIR NAGAR,SIDHHARTHNAGAR),UTTARAKHAND (PITHORAGARH,TEHRI GARHWAL & CHAMPAWAT),WEST BENGAL (DARJEELING & JALPAIGURI)",llm,nominatim
NHPC,NHPC LTD.,"LITERACY PROGRAM FOR RURAL WOMEN BEAUTICIAN COURSE, SOFT TOY MAKING, MAKING PICKLES, SEWING, CUTTING TAILORING AND EMBROIDERY COURSES AND OTHER SKILL DEVELOPMENT TRAINING PROGRAMS FOR WOMEN UP GRADATION OF OLD AGE HOMES WOMEN EMPOWERMENT & SENIOR CITIZEN",,"SCHEDULE VII (II), SCHEDULE VII (III)",72.84,58.44,,58.44,,,34.1642029,77.5848133,Ladakh,Leh,,"ARUNACHAL PRADESH (PAPUM PARE & EAST SIANG,TAWANG),ASSAM (DHEMAJI),HARYANA (FARIDABAD),HIMACHAL PRADESH (CHAMBA & MANDI,KULLU),JAMMU & KASHMIR (BANDIPORA, SRINAGAR,BARAMULLA,KISHTWAR,REASI),LADAKH (KARGIL,LEH, LADAKH),MANIPUR (CHURACHANDPUR),SIKKIM (RANGIT,TEESTA),UTTAR PRADESH (SANT KABIR NAGAR,SIDHHARTHNAGAR),UTTARAKHAND (PITHORAGARH,TEHRI GARHWAL & CHAMPAWAT),WEST BENGAL (DARJEELING & JALPAIGURI)",llm,photon
NHPC,NHPC LTD.,"LITERACY PROGRAM FOR RURAL WOMEN BEAUTICIAN COURSE, SOFT TOY MAKING, MAKING PICKLES, SEWING, CUTTING TAILORING AND EMBROIDERY COURSES AND OTHER SKILL DEVELOPMENT TRAINING PROGRAMS FOR WOMEN UP GRADATION OF OLD AGE HOMES WOMEN EMPOWERMENT & SENIOR CITIZEN",,"SCHEDULE VII (II), SCHEDULE VII (III)",72.84,58.44,,58.44,,,33.9456407,77.6568576,Ladakh,,Ladakh,"ARUNACHAL PRADESH (PAPUM PARE & EAST SIANG,TAWANG),ASSAM (DHEMAJI),HARYANA (FARIDABAD),HIMACHAL PRADESH (CHAMBA & MANDI,KULLU),JAMMU & KASHMIR (BANDIPORA, SRINAGAR,BARAMULLA,KISHTWAR,REASI),LADAKH (KARGIL,LEH, LADAKH),MANIPUR (CHURACHANDPUR),SIKKIM (RANGIT,TEESTA),UTTAR PRADESH (SANT KABIR NAGAR,SIDHHARTHNAGAR),UTTARAKHAND (PITHORAGARH,TEHRI GARHWAL & CHAMPAWAT),WEST BENGAL (DARJEELING & JALPAIGURI)",llm,photon
NHPC,NHPC LTD.,"LITERACY PROGRAM FOR RURAL WOMEN BEAUTICIAN COURSE, SOFT TOY MAKING, MAKING PICKLES, SEWING, CUTTING TAILORING AND EMBROIDERY COURSES AND OTHER SKILL DEVELOPMENT TRAINING PROGRAMS FOR WOMEN UP GRADATION OF OLD AGE HOMES WOMEN EMPOWERMENT & SENIOR CITIZEN",,"SCHEDULE VII (II), SCHEDULE VII (III)",72.84,58.44,,58.44,,,24.3095833,93.675022,Manipur,Churachandpur district,,"ARUNACHAL PRADESH (PAPUM PARE & EAST SIANG,TAWANG),ASSAM (DHEMAJI),HARYANA (FARIDABAD),HIMACHAL PRADESH (CHAMBA & MANDI,KULLU),JAMMU & KASHMIR (BANDIPORA, SRINAGAR,BARAMULLA,KISHTWAR,REASI),LADAKH (KARGIL,LEH, LADAKH),MANIPUR (CHURACHANDPUR),SIKKIM (RANGIT,TEESTA),UTTAR PRADESH (SANT KABIR NAGAR,SIDHHARTHNAGAR),UTTARAKHAND (PITHORAGARH,TEHRI GARHWAL & CHAMPAWAT),WEST BENGAL (DARJEELING & JALPAIGURI)",llm,nominatim
NHPC,NHPC LTD.,"LITERACY PROGRAM FOR RURAL WOMEN BEAUTICIAN COURSE, SOFT TOY MAKING, MAKING PICKLES, SEWING, CUTTING TAILORING AND EMBROIDERY COURSES AND OTHER SKILL DEVELOPMENT TRAINING PROGRAMS FOR WOMEN UP GRADATION OF OLD AGE HOMES WOMEN EMPOWERMENT & SENIOR CITIZEN",,"SCHEDULE VII (II), SCHEDULE VII (III)",72.84,58.44,,58.44,,,27.2945995,88.2919407,Sikkim,Rangit,,"ARUNACHAL PRADESH (PAPUM PARE & EAST SIANG,TAWANG),ASSAM (DHEMAJI),HARYANA (FARIDABAD),HIMACHAL PRADESH (CHAMBA & MANDI,KULLU),JAMMU & KASHMIR (BANDIPORA, SRINAGAR,BARAMULLA,KISHTWAR,REASI),LADAKH (KARGIL,LEH, LADAKH),MANIPUR (CHURACHANDPUR),SIKKIM (RANGIT,TEESTA),UTTAR PRADESH (SANT KABIR NAGAR,SIDHHARTHNAGAR),UTTARAKHAND (PITHORAGARH,TEHRI GARHWAL & CHAMPAWAT),WEST BENGAL (DARJEELING & JALPAIGURI)",llm,photon
NHPC,NHPC LTD.,"LITERACY PROGRAM FOR RURAL WOMEN BEAUTICIAN COURSE, SOFT TOY MAKING, MAKING PICKLES, SEWING, CUTTING TAILORING AND EMBROIDERY COURSES AND OTHER SKILL DEVELOPMENT TRAINING PROGRAMS FOR WOMEN UP GRADATION OF OLD AGE HOMES WOMEN EMPOWERMENT & SENIOR CITIZEN",,"SCHEDULE VII (II), SCHEDULE VII (III)",72.84,58.44,,58.44,,,27.5975156,88.650796,Sikkim,Teesta,,"ARUNACHAL PRADESH (PAPUM PARE & EAST SIANG,TAWANG),ASSAM (DHEMAJI),HARYANA (FARIDABAD),HIMACHAL PRADESH (CHAMBA & MANDI,KULLU),JAMMU & KASHMIR (BANDIPORA, SRINAGAR,BARAMULLA,KISHTWAR,REASI),LADAKH (KARGIL,LEH, LADAKH),MANIPUR (CHURACHANDPUR),SIKKIM (RANGIT,TEESTA),UTTAR PRADESH (SANT KABIR NAGAR,SIDHHARTHNAGAR),UTTARAKHAND (PITHORAGARH,TEHRI GARHWAL & CHAMPAWAT),WEST BENGAL (DARJEELING & JALPAIGURI)",llm,photon
